FID,OBJECTID,SHAPE,HTXT,HTXTK,HLINIEN,DIVA_ID,LTYP,SE_ANNO_CAD_DATA
OEFFHALTESTOGD.491006,491006,POINT (16.335117670298878 48.21464054960769),Yppengasse,Yppengasse,44,124,1,
OEFFHALTESTOGD.491007,491007,POINT (16.345019115629377 48.2018251725336),Zieglergasse/Westbahnstraße,Zieglergasse/Westbahnstraße,49,1533,1,
OEFFHALTESTOGD.491008,491008,POINT (16.31496764466616 48.22359409620566),Hernals,Hernals,43,505,1,
OEFFHALTESTOGD.491009,491009,POINT (16.377055333690034 48.198517859024705),Am Heumarkt,Am Heumarkt,71,1795,1,
OEFFHALTESTOGD.491010,491010,POINT (16.324391489220783 48.231681752802395),Alsegger Straße,Alsegger Straße,40,26,1,
OEFFHALTESTOGD.491011,491011,POINT (16.308769918131592 48.21378623121019),Johannes-Krawarik-Gasse,Johannes-Krawarik-Gasse,44,601,1,
OEFFHALTESTOGD.491012,491012,POINT (16.298551196237923 48.1865179879033),Dommayergasse,Dommayergasse,10,233,1,
OEFFHALTESTOGD.491013,491013,POINT (16.365670635417487 48.21547290836234),Börse,Börse,"1, D, U2Z",195,1,
OEFFHALTESTOGD.491014,491014,POINT (16.36012517805128 48.208923632471425),Parlament,Parlament,"1, 71, D, U2Z",994,1,
OEFFHALTESTOGD.491015,491015,POINT (16.395246430494097 48.26139781208025),Nordbrücke,Nordbrücke,26,943,1,
OEFFHALTESTOGD.491016,491016,POINT (16.34158716983191 48.19665546594109),Kaiserstraße,Kaiserstraße,5,643,1,
OEFFHALTESTOGD.491017,491017,POINT (16.39934685776472 48.188366560545624),Sankt Marx,Sankt Marx,18,1425,1,
OEFFHALTESTOGD.491018,491018,POINT (16.32266821275891 48.190265311802555),"Rudolfsheim, Anschützgasse","Rudolfsheim, Anschützgasse","52, 60",67,1,
OEFFHALTESTOGD.491019,491019,POINT (16.344825368879626 48.226139292546755),Kutschkergasse,Kutschkergasse,"40, 41",732,1,
OEFFHALTESTOGD.491020,491020,POINT (16.262205629841098 48.20158742196433),Rettichgasse,Rettichgasse,49,107,1,
OEFFHALTESTOGD.491021,491021,POINT (16.307587991087743 48.21810508850192),Sandleitengasse,Sandleitengasse,"10, 2",1121,1,
OEFFHALTESTOGD.491022,491022,POINT (16.32716037515273 48.219129606426876),Rosensteingasse,Rosensteingasse,"43, 9",1115,1,
OEFFHALTESTOGD.491023,491023,POINT (16.357340416417365 48.20487282332761),Volkstheater,Volkstheater,49,1430,1,
OEFFHALTESTOGD.491024,491024,POINT (16.433921293213746 48.24140985343484),Siebeckstraße,Siebeckstraße,25,238,1,
OEFFHALTESTOGD.491025,491025,POINT (16.308258704074035 48.20189741859592),Laurentiusplatz,Laurentiusplatz,10,754,1,
OEFFHALTESTOGD.491026,491026,POINT (16.283126139884715 48.19526097804499),Gruschaplatz,Gruschaplatz,52,434,1,
OEFFHALTESTOGD.491027,491027,POINT (16.362123326458047 48.17640801957376),Bernhardtstalgasse,Bernhardtstalgasse,6,1598,1,
OEFFHALTESTOGD.491028,491028,POINT (16.34901495153979 48.237066295978465),Hardtgasse,Hardtgasse,38,474,1,
OEFFHALTESTOGD.491029,491029,POINT (16.34050827081689 48.20184874499445),Kaiserstraße/Westbahnstraße,Kaiserstraße/Westbahnstraße,"49, 5",646,1,
OEFFHALTESTOGD.491030,491030,POINT (16.328490159476505 48.22769326036739),Simonygasse,Simonygasse,9,1526,1,
OEFFHALTESTOGD.491031,491031,POINT (16.35697835051642 48.25118022270318),Döblinger Bad,Döblinger Bad,37,252,1,
OEFFHALTESTOGD.491032,491032,POINT (16.33833019788619 48.195483534970535),"Westbahnhof S U, Gerstnerstraße","Westbahnhof S U, Gerstnerstraße","52, 60",1566,1,
OEFFHALTESTOGD.491033,491033,POINT (16.37723283744015 48.23899275942122),Höchstädtplatz,Höchstädtplatz,2,569,1,
OEFFHALTESTOGD.491034,491034,POINT (16.348050744035888 48.21320412510977),Laudongasse,Laudongasse,"33, 5",753,1,
OEFFHALTESTOGD.491035,491035,POINT (16.416659545421187 48.17386790917801),"Enkplatz, Grillgasse","Enkplatz, Grillgasse","11, 71",425,1,
OEFFHALTESTOGD.491036,491036,POINT (16.40471507985511 48.193295238270615),Baumgasse,Baumgasse,18,115,1,
OEFFHALTESTOGD.491037,491037,POINT (16.34965749314948 48.18038828689338),Eichenstraße,Eichenstraße,"18, 6, 62",267,1,
OEFFHALTESTOGD.491038,491038,POINT (16.366060797994717 48.1761330027891),Neilreichgasse,Neilreichgasse,6,914,1,
OEFFHALTESTOGD.491039,491039,POINT (16.361382374577833 48.22295230429998),Seegasse,Seegasse,D,371,1,
OEFFHALTESTOGD.491040,491040,POINT (16.306461346573183 48.19886351818209),Breitensee,Breitensee,49,166,1,
OEFFHALTESTOGD.491041,491041,POINT (16.401343488210255 48.190711639347974),Viehmarktgasse,Viehmarktgasse,18,1148,1,
OEFFHALTESTOGD.491042,491042,POINT (16.324231479769292 48.207778327201794),Panikengasse,Panikengasse,9,704,1,
OEFFHALTESTOGD.491043,491043,POINT (16.366303215440922 48.23598367467419),Wexstraße,Wexstraße,31,1470,1,
OEFFHALTESTOGD.491044,491044,POINT (16.353733148303082 48.17276977654946),Knöllgasse/Troststraße,Knöllgasse/Troststraße,1,1392,1,
OEFFHALTESTOGD.491045,491045,POINT (16.306189282448717 48.1937668280745),Diesterweggasse,Diesterweggasse,52,302,1,
OEFFHALTESTOGD.491046,491046,POINT (16.305132916870242 48.20918866726525),Joachimsthalerplatz,Joachimsthalerplatz,"10, 46",597,1,
OEFFHALTESTOGD.491047,491047,POINT (16.360423999528418 48.24076550136884),Rampengasse,Rampengasse,D,1068,1,
OEFFHALTESTOGD.491048,491048,POINT (16.43027171460314 48.25093336127976),Josef-Baumann-Gasse,Josef-Baumann-Gasse,25,607,1,
OEFFHALTESTOGD.491049,491049,POINT (16.34933115758376 48.224850395305474),Währinger Straße-Volksoper,Währinger Straße-Volksoper,"40, 41, 42",1510,1,
OEFFHALTESTOGD.491050,491050,POINT (16.38037977080685 48.21572916848746),Karmeliterplatz,Karmeliterplatz,2,659,1,
OEFFHALTESTOGD.491051,491051,POINT (16.3906445107345 48.21038042534348),Radetzkyplatz,Radetzkyplatz,1,1063,1,
OEFFHALTESTOGD.491052,491052,POINT (16.397312300388474 48.25828331746434),Am Spitz,Am Spitz,26,50,1,
OEFFHALTESTOGD.491053,491053,POINT (16.391393160845737 48.18789492857856),Heinrich-Drimmel-Platz,Heinrich-Drimmel-Platz,18,400,1,
OEFFHALTESTOGD.491054,491054,POINT (16.307873450652934 48.226201891021304),Dornbach,Dornbach,"10, 2",450,1,
OEFFHALTESTOGD.491055,491055,POINT (16.299534599324527 48.19387507301925),Ameisgasse,Ameisgasse,52,55,1,
OEFFHALTESTOGD.491056,491056,POINT (16.454954938573533 48.22476037199587),Langobardenstraße,Langobardenstraße,25,749,1,
OEFFHALTESTOGD.491057,491057,POINT (16.356171268936603 48.20698563929834),Auerspergstraße,Auerspergstraße,46,777,1,
OEFFHALTESTOGD.491058,491058,POINT (16.30918170503146 48.20739835330733),Gutraterplatz,Gutraterplatz,10,445,1,
OEFFHALTESTOGD.491059,491059,POINT (16.268233904972636 48.14739029021768),Maurer Lange Gasse,Maurer Lange Gasse,60,855,1,
OEFFHALTESTOGD.491060,491060,POINT (16.375074210447824 48.198214237660316),Gußhausstraße,Gußhausstraße,D,446,1,
OEFFHALTESTOGD.491061,491061,POINT (16.368353352076053 48.22864992120488),Klosterneuburger Straße/Wallensteinstraße,Klosterneuburger Straße/Wallensteinstraße,"31, 33, 5",1444,1,
OEFFHALTESTOGD.491062,491062,POINT (16.41089868718641 48.2802633301528),Carabelligasse,Carabelligasse,"30, 31",203,1,
OEFFHALTESTOGD.491063,491063,POINT (16.316458254150383 48.23335232182473),Eckpergasse,Eckpergasse,40,467,1,
OEFFHALTESTOGD.491064,491064,POINT (16.341936165087784 48.18831550496596),Margaretengürtel,Margaretengürtel,"18, 6",827,1,
OEFFHALTESTOGD.491065,491065,POINT (16.325536598890565 48.21619989301146),Mayssengasse,Mayssengasse,9,861,1,
OEFFHALTESTOGD.491066,491066,POINT (16.44363336140337 48.23374918107842),Donaustadtstraße,Donaustadtstraße,25,236,1,
OEFFHALTESTOGD.491067,491067,POINT (16.275926916881573 48.17295675281452),Versorgungsheimplatz,Versorgungsheimplatz,62,1424,1,
OEFFHALTESTOGD.491068,491068,POINT (16.276374531043274 48.159620419936346),Sillerplatz,Sillerplatz,60,1255,1,
OEFFHALTESTOGD.491069,491069,POINT (16.32678607558119 48.20239280861505),Guntherstraße,Guntherstraße,9,440,1,
OEFFHALTESTOGD.481884,481884,POINT (16.50567394766856 48.233699535569016),Aspern Nord,Aspern Nord,N84,910,13,
OEFFHALTESTOGD.481885,481885,POINT (16.30677969101243 48.250545078276126),"Neustift, Agnesgasse","Neustift, Agnesgasse",N35,10,13,
OEFFHALTESTOGD.481886,481886,POINT (16.308012246344266 48.25020989216425),"Neustift, Agnesgasse","Neustift, Agnesgasse",N35,10,13,
OEFFHALTESTOGD.481887,481887,POINT (16.311783509877746 48.247920838664136),Kleingartenverein Hackenberg,Kleingartenverein Hackenberg,N35,687,13,
OEFFHALTESTOGD.481888,481888,POINT (16.315042295306487 48.24636658956242),Strehlgasse,Strehlgasse,N35,1336,13,
OEFFHALTESTOGD.481889,481889,POINT (16.3155405134014 48.24613163191427),Strehlgasse,Strehlgasse,N35,1336,13,
OEFFHALTESTOGD.481890,481890,POINT (16.31885175340235 48.24458062291967),Kammerergasse,Kammerergasse,N35,648,13,
OEFFHALTESTOGD.481891,481891,POINT (16.318286303429776 48.244842181841875),Kammerergasse,Kammerergasse,N35,648,13,
OEFFHALTESTOGD.481892,481892,POINT (16.32175005414656 48.24323105445559),Glanzing,Glanzing,N35,404,13,
OEFFHALTESTOGD.481893,481893,POINT (16.32624604270259 48.24200850411051),Gustav-Pick-Gasse,Gustav-Pick-Gasse,N35,443,13,
OEFFHALTESTOGD.481894,481894,POINT (16.32982546517472 48.24148383929189),Kratzlgasse,Kratzlgasse,N35,714,13,
OEFFHALTESTOGD.481895,481895,POINT (16.33455749307874 48.24077811500786),Rodlergasse,Rodlergasse,N35,1108,13,
OEFFHALTESTOGD.481896,481896,POINT (16.333940491981203 48.240801336967316),Rodlergasse,Rodlergasse,N35,1108,13,
OEFFHALTESTOGD.481897,481897,POINT (16.337737172081656 48.240652204768395),Flotowgasse,Flotowgasse,N35,336,13,
OEFFHALTESTOGD.481898,481898,POINT (16.339107055448483 48.2405940285294),Flotowgasse,Flotowgasse,N35,336,13,
OEFFHALTESTOGD.481899,481899,POINT (16.341569563843194 48.24053316886254),Krottenbachstraße,Krottenbachstraße,N35,723,13,
OEFFHALTESTOGD.481900,481900,POINT (16.340676449309875 48.240520356405696),Krottenbachstraße,Krottenbachstraße,N35,723,13,
OEFFHALTESTOGD.481901,481901,POINT (16.344921548471156 48.240601998394546),Obersteinergasse,Obersteinergasse,N35,972,13,
OEFFHALTESTOGD.481902,481902,POINT (16.349308192378064 48.2389562761058),Gatterburggasse,Gatterburggasse,N35,376,13,
OEFFHALTESTOGD.481903,481903,POINT (16.349042889445588 48.23987031814115),Gatterburggasse,Gatterburggasse,N35,376,13,
OEFFHALTESTOGD.481904,481904,POINT (16.34910482716981 48.2374520579771),Hardtgasse,Hardtgasse,N35,474,13,
OEFFHALTESTOGD.481905,481905,POINT (16.348890107028335 48.23618685379661),Hardtgasse,Hardtgasse,N35,474,13,
OEFFHALTESTOGD.481906,481906,POINT (16.346824409287404 48.23247381687285),Währinger Park,Währinger Park,N35,1509,13,
OEFFHALTESTOGD.481907,481907,POINT (16.348058857800453 48.23023467960025),Weitlofgasse,Weitlofgasse,N35,1462,13,
OEFFHALTESTOGD.481908,481908,POINT (16.351937976613396 48.231412562606444),Nußdorfer Straße,Nußdorfer Straße,N35,950,13,
OEFFHALTESTOGD.481909,481909,POINT (16.35368410914361 48.232527394686855),Glatzgasse,Glatzgasse,N35,405,13,
OEFFHALTESTOGD.481910,481910,POINT (16.42205517566699 48.21101880624724),Stadion,Stadion,N81,1894,13,
OEFFHALTESTOGD.481911,481911,POINT (16.36731354476952 48.25977632904686),Nußdorf,Nußdorf,N36,948,13,
OEFFHALTESTOGD.481912,481912,POINT (16.36525763217248 48.25443550231278),Grinzinger Straße,Grinzinger Straße,N36,428,13,
OEFFHALTESTOGD.481913,481913,POINT (16.364695252421587 48.24945505364205),Bhf. Heiligenstadt,Bhf. Heiligenstadt,N36,491,13,
OEFFHALTESTOGD.481914,481914,POINT (16.36399467232113 48.25211114737953),Halteraugasse,Halteraugasse,N36,468,13,
OEFFHALTESTOGD.481915,481915,POINT (16.363844119464705 48.25172085851299),Halteraugasse,Halteraugasse,N36,468,13,
OEFFHALTESTOGD.481916,481916,POINT (16.36283815839765 48.249137062247534),"Heiligenstadt, 12.-Februar-Platz","Heiligenstadt, 12.-Februar-Platz",N36,301,13,
OEFFHALTESTOGD.481917,481917,POINT (16.362692820905394 48.2487655679552),"Heiligenstadt, 12.-Februar-Platz","Heiligenstadt, 12.-Februar-Platz",N36,301,13,
OEFFHALTESTOGD.481918,481918,POINT (16.361757474907325 48.24497331909924),Gunoldstraße,Gunoldstraße,N36,439,13,
OEFFHALTESTOGD.481919,481919,POINT (16.36167335456544 48.244360538313416),Gunoldstraße,Gunoldstraße,N36,439,13,
OEFFHALTESTOGD.481920,481920,POINT (16.36041905359508 48.2407662677324),Rampengasse,Rampengasse,N36,1068,13,
OEFFHALTESTOGD.486721,486721,POINT (16.35679844944286 48.23595977495052),Spittelau,Spittelau,N36,1062,13,
OEFFHALTESTOGD.486722,486722,POINT (16.35416516935487 48.23261671426298),Glatzgasse,Glatzgasse,N36,405,13,
OEFFHALTESTOGD.486723,486723,POINT (16.353014037414834 48.23150665819563),Nußdorfer Straße,Nußdorfer Straße,N36,950,13,
OEFFHALTESTOGD.486724,486724,POINT (16.355328676643687 48.23238959102987),Liechtenwerder Platz,Liechtenwerder Platz,N36,786,13,
OEFFHALTESTOGD.486725,486725,POINT (16.287140988201013 48.19151650375845),Unter Sankt Veit,Unter Sankt Veit,N54,1404,13,
OEFFHALTESTOGD.486726,486726,POINT (16.294402579466105 48.192292810623904),Weinzirlgasse,Weinzirlgasse,N54,1847,13,
OEFFHALTESTOGD.486727,486727,POINT (16.289664369358743 48.18713317650482),Fichtnergasse,Fichtnergasse,N54,330,13,
OEFFHALTESTOGD.486728,486728,POINT (16.294502417985758 48.18695415529574),Wenzgasse,Wenzgasse,N54,1466,13,
OEFFHALTESTOGD.486729,486729,POINT (16.299021787529554 48.186401989302944),Dommayergasse,Dommayergasse,N54,233,13,
OEFFHALTESTOGD.486730,486730,POINT (16.30402819276647 48.18841099014939),Hietzing U,Hietzing U,N54,520,13,
OEFFHALTESTOGD.486731,486731,POINT (16.30836026935027 48.18960028407831),Phillipsgasse,Phillipsgasse,N54,1846,13,
OEFFHALTESTOGD.486732,486732,POINT (16.31579802011846 48.19033910951831),Penzinger Straße,Penzinger Straße,N54,1005,13,
OEFFHALTESTOGD.486733,486733,POINT (16.323344188187292 48.19042379066144),"Rudolfsheim, Anschützgasse","Rudolfsheim, Anschützgasse",N54,67,13,
OEFFHALTESTOGD.486734,486734,POINT (16.327087872229974 48.191283858322535),Rustengasse,Rustengasse,N54,1132,13,
OEFFHALTESTOGD.486735,486735,POINT (16.327886727694526 48.19133999398641),Rustengasse,Rustengasse,N54,1132,13,
OEFFHALTESTOGD.486736,486736,POINT (16.33198139066709 48.19175073306004),"Mariahilfer Straße, Geibelgasse","Mariahilfer Straße, Geibelgasse",N54,834,13,
OEFFHALTESTOGD.486737,486737,POINT (16.334696087555614 48.19383377197906),Staglgasse,Staglgasse,N54,1306,13,
OEFFHALTESTOGD.486738,486738,POINT (16.33576720733391 48.19445851661401),Staglgasse,Staglgasse,N54,1306,13,
OEFFHALTESTOGD.486739,486739,POINT (16.338706514574152 48.195547084184554),"Westbahnhof S U, Gerstnerstraße","Westbahnhof S U, Gerstnerstraße",N54,1566,13,
OEFFHALTESTOGD.486740,486740,POINT (16.33962331302205 48.196847431071966),Westbahnhof,Westbahnhof,N54,1468,13,
OEFFHALTESTOGD.486741,486741,POINT (16.264316658841153 48.15188108457696),Valentingasse,Valentingasse,N61,1417,13,
OEFFHALTESTOGD.486742,486742,POINT (16.26847643662249 48.15063162266303),Maurer Hauptplatz,Maurer Hauptplatz,N61,854,13,
OEFFHALTESTOGD.486743,486743,POINT (16.259147494200608 48.14908425766287),Kaserngasse,Kaserngasse,N61,661,13,
OEFFHALTESTOGD.486744,486744,POINT (16.259241256099095 48.149331992690605),Kaserngasse,Kaserngasse,N61,661,13,
OEFFHALTESTOGD.486745,486745,POINT (16.258130357432638 48.14494248473143),Lindauergasse,Lindauergasse,N61,799,13,
OEFFHALTESTOGD.486746,486746,POINT (16.259016982523725 48.14497607232056),Lindauergasse,Lindauergasse,N61,799,13,
OEFFHALTESTOGD.486747,486747,POINT (16.262038491080418 48.144522572439705),Maurer Berg,Maurer Berg,N61,852,13,
OEFFHALTESTOGD.486748,486748,POINT (16.262203220525333 48.14422899441227),Maurer Berg,Maurer Berg,N61,852,13,
OEFFHALTESTOGD.486749,486749,POINT (16.261608787194795 48.143041788732496),Rudolf-Waisenhorn-Gasse,Rudolf-Waisenhorn-Gasse,N61,1127,13,
OEFFHALTESTOGD.486750,486750,POINT (16.260197524130632 48.138838183582926),Rodauner Straße,Rodauner Straße,N61,1107,13,
OEFFHALTESTOGD.486751,486751,POINT (16.257742724412996 48.13752085613066),"Willergasse, Liesingbrücke","Willergasse, Liesingbrücke",N61,198,13,
OEFFHALTESTOGD.486752,486752,POINT (16.257643194375984 48.1368750516251),"Willergasse, Liesingbrücke","Willergasse, Liesingbrücke",N61,198,13,
OEFFHALTESTOGD.486753,486753,POINT (16.257172834093318 48.13396511290428),Willergasse/Schule,Willergasse/Schule,N61,1492,13,
OEFFHALTESTOGD.486754,486754,POINT (16.261334352981173 48.134242402040506),Rodaun,Rodaun,N61,1105,13,
OEFFHALTESTOGD.486755,486755,POINT (16.261694009860232 48.13346408588359),Rodaun,Rodaun,N61,1105,13,
OEFFHALTESTOGD.486756,486756,POINT (16.262358761233223 48.13581115302822),Maireckergasse,Maireckergasse,N61,823,13,
OEFFHALTESTOGD.486757,486757,POINT (16.3899678537086 48.14047394870317),Kurt-Tichy-Gasse,Kurt-Tichy-Gasse,N17,1538,13,
OEFFHALTESTOGD.486758,486758,POINT (16.392348616392177 48.1395472768744),Grundäckergasse,Grundäckergasse,N17,1721,13,
OEFFHALTESTOGD.486759,486759,POINT (16.393992000228206 48.13891652187296),Hämmerlegasse,Hämmerlegasse,N17,565,13,
OEFFHALTESTOGD.486760,486760,POINT (16.39467655987692 48.13869479634468),Hämmerlegasse,Hämmerlegasse,N17,565,13,
OEFFHALTESTOGD.486761,486761,POINT (16.397024955804852 48.13818140608673),Bischofgasse,Bischofgasse,N17,143,13,
OEFFHALTESTOGD.486762,486762,POINT (16.39781561353554 48.13806521875296),Bischofgasse,Bischofgasse,N17,143,13,
OEFFHALTESTOGD.486763,486763,POINT (16.399263302682833 48.13798443705665),Leopoldsdorfer Straße,Leopoldsdorfer Straße,N17,776,13,
OEFFHALTESTOGD.486764,486764,POINT (16.399921484293294 48.13798157622027),Leopoldsdorfer Straße,Leopoldsdorfer Straße,N17,776,13,
OEFFHALTESTOGD.486784,486784,POINT (16.430429721728835 48.206138231766985),Donaumarina,Donaumarina,N81,282,13,
OEFFHALTESTOGD.486785,486785,POINT (16.43065257781339 48.20597902787049),Donaumarina,Donaumarina,N81,282,13,
OEFFHALTESTOGD.486786,486786,POINT (16.43395072308362 48.20362267688153),Praterbrücke,Praterbrücke,N81,1039,13,
OEFFHALTESTOGD.486787,486787,POINT (16.262984964322907 48.135836208504024),Maireckergasse,Maireckergasse,N61,823,13,
OEFFHALTESTOGD.486788,486788,POINT (16.266462804765137 48.13590394243418),Kaiser-Franz-Josef-Straße,Kaiser-Franz-Josef-Straße,N61,637,13,
OEFFHALTESTOGD.486789,486789,POINT (16.26707030914571 48.135914637033395),Kaiser-Franz-Josef-Straße,Kaiser-Franz-Josef-Straße,N61,637,13,
OEFFHALTESTOGD.486790,486790,POINT (16.27231958604554 48.13599433961866),Pumgasse,Pumgasse,N61,1053,13,
OEFFHALTESTOGD.486791,486791,POINT (16.27555887337084 48.13680828226043),Korbgasse,Korbgasse,N61,707,13,
OEFFHALTESTOGD.486792,486792,POINT (16.27438347687554 48.137004474057214),Korbgasse,Korbgasse,N61,707,13,
OEFFHALTESTOGD.486793,486793,POINT (16.277057980135545 48.136765257848886),Fabergasse,Fabergasse,N61,875,13,
OEFFHALTESTOGD.486794,486794,POINT (16.278197029791883 48.13598481612077),Löwenthalgasse,Löwenthalgasse,N61,807,13,
OEFFHALTESTOGD.486795,486795,POINT (16.28330616479354 48.134866918941),Liesing,Liesing,N61,788,13,
OEFFHALTESTOGD.486796,486796,POINT (16.31720148954314 48.15054909883496),Alterlaa,Alterlaa,N64,1499,13,
OEFFHALTESTOGD.486797,486797,POINT (16.320017982599424 48.151819637180644),Steinsee,Steinsee,N64,1319,13,
OEFFHALTESTOGD.486798,486798,POINT (16.497220444938165 48.25117289178462),Breitenlee Ort,Breitenlee Ort,N24,165,13,
OEFFHALTESTOGD.486799,486799,POINT (16.492885590967678 48.25115665001904),Breitenlee Friedhof,Breitenlee Friedhof,N24,164,13,
OEFFHALTESTOGD.486800,486800,POINT (16.489095341695933 48.25132477616203),"Breitenlee, Ziegelhofstraße","Breitenlee, Ziegelhofstraße",N24,1527,13,
OEFFHALTESTOGD.486801,486801,POINT (16.483329502310998 48.25145808897229),Breitenleer Str./Spargelfeldstraße,Breitenleer Str./Spargelfeldstraße,N24,1279,13,
OEFFHALTESTOGD.486802,486802,POINT (16.480282597511458 48.25144298875319),"Breitenlee, Arnikaweg","Breitenlee, Arnikaweg",N24,83,13,
OEFFHALTESTOGD.486803,486803,POINT (16.469298565421056 48.25160879837999),Gewerbepark Kagran,Gewerbepark Kagran,N24,1739,13,
OEFFHALTESTOGD.486804,486804,POINT (16.461060300717296 48.25178175629539),Ludwig-Reindl-Gasse,Ludwig-Reindl-Gasse,N24,1539,13,
OEFFHALTESTOGD.486805,486805,POINT (16.45455373051753 48.25017766968051),Markomannenstraße,Markomannenstraße,N24,839,13,
OEFFHALTESTOGD.486806,486806,POINT (16.44983142277499 48.248472486251934),Kraygasse,Kraygasse,N24,716,13,
OEFFHALTESTOGD.486807,486807,POINT (16.44875010162225 48.24871853931201),Kraygasse,Kraygasse,N24,716,13,
OEFFHALTESTOGD.486808,486808,POINT (16.45178823377169 48.246721338122796),Afritschgasse,Afritschgasse,N24,8,13,
OEFFHALTESTOGD.486809,486809,POINT (16.455860061543508 48.24347433357236),Pogrelzstraße,Pogrelzstraße,N24,1027,13,
OEFFHALTESTOGD.486810,486810,POINT (16.461769551008818 48.236728465349245),Süßenbrunner Straße,Süßenbrunner Straße,N24,1360,13,
OEFFHALTESTOGD.486811,486811,POINT (16.466098654224435 48.23487238516972),Hirschstetten Ort,Hirschstetten Ort,N24,530,13,
OEFFHALTESTOGD.486812,486812,POINT (16.47170982120999 48.23583239551993),Blumengärten Hirschstetten,Blumengärten Hirschstetten,N24,531,13,
OEFFHALTESTOGD.486813,486813,POINT (16.47465233266111 48.23637067058194),Murraygasse,Murraygasse,N24,896,13,
OEFFHALTESTOGD.486814,486814,POINT (16.479036716560344 48.23768161296794),Gladiolenweg,Gladiolenweg,N24,403,13,
OEFFHALTESTOGD.486815,486815,POINT (16.482140418549847 48.2399735254113),Prinzgasse,Prinzgasse,N24,1048,13,
OEFFHALTESTOGD.486816,486816,POINT (16.48417185944511 48.239171186527145),Zanggasse,Zanggasse,N24,38,13,
OEFFHALTESTOGD.486817,486817,POINT (16.487811037680903 48.23710710689739),Am Heidjöchl,Am Heidjöchl,N24,39,13,
OEFFHALTESTOGD.486818,486818,POINT (16.49141639765153 48.24024684614614),Pfalzgasse,Pfalzgasse,N24,1004,13,
OEFFHALTESTOGD.486819,486819,POINT (16.49294515175736 48.24322802457517),Lackenjöchelgasse,Lackenjöchelgasse,N24,1773,13,
OEFFHALTESTOGD.486820,486820,POINT (16.497605606955524 48.250447817903826),Breitenlee Ort,Breitenlee Ort,N24,165,13,
OEFFHALTESTOGD.486821,486821,POINT (16.29348601760591 48.25214634468287),Salmannsdorf,Salmannsdorf,N35,1142,13,
OEFFHALTESTOGD.486822,486822,POINT (16.29720967491378 48.25178242103642),Celtesgasse,Celtesgasse,N35,206,13,
OEFFHALTESTOGD.486823,486823,POINT (16.301723590876186 48.251036889001384),Neustift am Walde,Neustift am Walde,N35,931,13,
OEFFHALTESTOGD.486824,486824,POINT (16.382522482597764 48.14374553593307),Himberger Straße,Himberger Straße,N17,524,13,
OEFFHALTESTOGD.486825,486825,POINT (16.385762467851368 48.142132693441404),Weidelstraße,Weidelstraße,N17,1456,13,
OEFFHALTESTOGD.486826,486826,POINT (16.386141405244082 48.14198331106764),Weidelstraße,Weidelstraße,N17,1456,13,
OEFFHALTESTOGD.486827,486827,POINT (16.474485778307212 48.251702808328176),Tierquartier,Tierquartier,N24,1810,13,
OEFFHALTESTOGD.486828,486828,POINT (16.50457383831501 48.223963977848975),Maria-Trapp-Platz,Maria-Trapp-Platz,N84,1345,13,
OEFFHALTESTOGD.486829,486829,POINT (16.30342715785085 48.18786322792431),Hietzing,Hietzing,N54,520,13,
OEFFHALTESTOGD.486830,486830,POINT (16.282615893793533 48.18738082974384),"Unter St. Veit, Verbindungsbahn","Unter St. Veit, Verbindungsbahn",N54,1422,13,
OEFFHALTESTOGD.486831,486831,POINT (16.27762948299637 48.187561799704426),Preindlgasse,Preindlgasse,N54,1044,13,
OEFFHALTESTOGD.486832,486832,POINT (16.27358601410196 48.18770838779365),Rohrbacherstraße,Rohrbacherstraße,N54,1109,13,
OEFFHALTESTOGD.486833,486833,POINT (16.2679114729815 48.18794125214239),Wolfrathplatz,Wolfrathplatz,N54,1504,13,
OEFFHALTESTOGD.486834,486834,POINT (16.27638112084695 48.19212490713508),Ober Sankt Veit,Ober Sankt Veit,N54,956,13,
OEFFHALTESTOGD.486835,486835,POINT (16.281630129540424 48.19168895442721),Mantlergasse,Mantlergasse,N54,1729,13,
OEFFHALTESTOGD.486836,486836,POINT (16.33818293701667 48.1967428357629),Westbahnhof,Westbahnhof,N54,1468,13,
OEFFHALTESTOGD.486837,486837,POINT (16.493160209570153 48.22578993078538),Lavendelweg,Lavendelweg,N84,1925,13,
OEFFHALTESTOGD.486838,486838,POINT (16.511875772746173 48.23121467454674),Ilse-Buck-Straße,Ilse-Buck-Straße,N84,1930,13,
OEFFHALTESTOGD.486839,486839,POINT (16.512267028894623 48.230718673478876),Ilse-Buck-Straße,Ilse-Buck-Straße,N84,1930,13,
OEFFHALTESTOGD.486840,486840,POINT (16.512148756416277 48.22857823157573),Käthe-Reheis-Gasse,Käthe-Reheis-Gasse,N84,1929,13,
OEFFHALTESTOGD.486841,486841,POINT (16.512015422910807 48.228181626292496),Käthe-Reheis-Gasse,Käthe-Reheis-Gasse,N84,1929,13,
OEFFHALTESTOGD.486842,486842,POINT (16.476029090654603 48.25158718123338),Tierquartier,Tierquartier,N24,964,13,
OEFFHALTESTOGD.486843,486843,POINT (16.320667520611128 48.15151394851926),Steinsee,Steinsee,N64,1319,13,
OEFFHALTESTOGD.486765,486765,POINT (16.404168077866043 48.13751276036463),Oberlaaer Platz,Oberlaaer Platz,N17,970,13,
